sentence,labels,topic
"thầy dạy tận tâm , nhiệt tình , vui vẻ .",2,0
mọi thứ đều tuyệt vời .,2,3
dạy kỹ bài tập .,2,0
"cô nhiệt tình giúp đỡ , tận tâm công .",2,0
chưa biết cách truyền đạt .,0,0
"mạng wifi , mạng dây cột chặt pc .",0,2
lớp học hơi buồn chán .,0,3
"thầy ôn đúng , bám sát đề thi cuối kỳ .",0,0
tận tình hơn sinh viên .,0,0
câu hỏi biết cách trả lời .,0,0
lớp học trầm .,0,3
"bài giảng thú vị dễ hiểu , khả năng truyền đạt kiến thức tốt .",2,1
phòng thiếu quạt .,0,2
tận tình up tài liệu module tiện dõi song ngữ .,2,0
sinh viên cung cấp tài liệu cho môn học ngoài slide giảng viên cung cấp .,0,1
dạy dễ hiểu hiệu quả .,2,0
"đem hình thức học vựng một số hình ảnh , học ngữ pháp một số ví dụ cơ bản một số dẫn chứng thực tế , luyện nói thường xuyên hỗ trợ sinh viên tự tin nói tự tin trình bày vấn đề , luyện nghe thường xuyên hỗ trợ sinh viên thể hiểu vấn đề bài nghe , hỗ trợ phương pháp đọc viết một số kỹ năng giao tiếp .",2,1
"vui tính , hòa đồng sinh viên .",2,0
"giảng viên nhiệt tình , đúng giờ , thân thiện .",2,0
giảng viên dạy trọng tâm môn học .,2,0
cô cho nghỉ quá ( mặc dù bù ) đảm bảo đúng lịch sinh viên sắp xếp thời gian sinh viên dành thời gian đi học bù .,0,0
môn này cũng nghe thầy nói ở trường chúng ta .,1,1
"cân bằng kiến thức giữa lý thuyết thực hành , phần thực hành luôn đi lý thuyết , sinh viên biết làm bài thực hành thế nào , giảng viên thực hành hướng dẫn cụ thể cho sinh viên làm bài , đưa lab bắt sinh viên tự làm .",0,1
bài giải ví dụ mẫu đưa nhằm tiệm cận sinh viên chuẩn code .,0,1
môn này em trùng lịch học dở lịch thực hành hình thức hai công bố thế thời gian đi học thực hành em cũng hạn chế .,0,1
cô dạy tốt .,2,0
"nghiêm khắc , cho bài tập hơi .",0,0
giảng viên giảng dạy tận tình .,2,0
slide khó hiểu kết hợp slide nghe cô giảng mới hiểu .,0,1
thầy hơi khó tính dạy khá hay .,2,0
", sinh viên làm đồ án tương tác thực tế giảng viên tương tác moodle .",0,0
thiết kế bài giảng chưa thuyết phục .,0,0
"giảng viên giảng hay , dễ hiểu , dễ vận dụng .",2,0
"bài thực hành phong phú đa dạng , tiếp xúc công nghệ mới .",2,0
"tận tâm giảng dạy , phiền hay trách sinh viên nhớ kiến thức cũ .",2,0
dạy dở .,0,0
"đảm bảo thời gian dạy , bài tập rèn luyện .",2,0
thêm thời gian thực hành .,0,1
"hệ thống chấm điểm thực hành wecode tiện lợi , hiệu quả .",2,1
dạy quá nhanh dot làm cho mức độ hiểu bài sinh viên thêm hạn hẹp .,0,0
nghe thứ chưa thấy thật khó tiếp thu .,0,1
đa phần sinh viên tập trung học nhiệt tình kịp .,0,3
"giảng viên gần gũi học sinh , tạo khí sôi nổi giờ lớp .",2,0
buổi thực hành hết sưc bổ ích tính ứng dụng cực cao .,2,0
"giáo viên tận tâm dạy , nhiệt tình , giúp đỡ sinh viên .",2,0
"giảng bài nhiệt tình nội dung khá dễ hiểu , bổ ích .",2,0
em đi học một buổi thực hành trường .,0,3
một số phòng thực hành thay dàn máy phù hợp hơn .,0,2
.,2,3
"lớp trễ thường xuyên , hai buổi báo nghĩ giờ chót .",0,0
"cô giảng dạy thiếu tinh thần , giảng giải kỹ ví dụ , toàn lướt gây thiếu kiến thức cho sinh viên .",0,0
giảng hơi khó hiểu .,0,0
giảng viên nhiệt tình hơn .,0,0
thường thường lớp học chúng em buồn ngủ thầy giảng luôn tốc độ đều đều .,0,0
giảng viên tạo điểu kiện sinh viên hoạt động .,2,0
nội dung thực hành đồng bộ nội dung học ở lớp lý thuyết .,0,1
tăng cường giảng viên hỗ trợ thực hành .,0,1
dạy kỹ .,2,0
tiếng anh thầy tốt .,0,0
"phòng thực hành quy mô chưa lớn , còn máy tính sử dụng .",0,2
"nhiệt huyết , tận tâm .",2,0
sinh viên tốn thời gian trường học .,0,1
"thầy vui tính , tận tâm !",2,0
"cô dạy nhiệt tình , thoải mái , vui vẻ tận tình .",2,0
"anh wzjwz232 ơi , cho đề cuối kỳ dễ dễ đi .",0,0
"cô vui vẻ , phong cách dạy thoải mái , dễ hiểu .",2,0
thầy thể cho bài tập hơn ở dạng tùy chọn hoặc bài tham khảo thêm ngoài bài tập bắt buộc .,0,0
dạy toàn kêu sinh viên về tự nghiên cứu code .,0,0
giảng viên giảng còn khó hiểu .,0,0
"giảng viên vui tính , nhiệt tình tận tâm công .",2,0
thầy dạy tâm huyết học sinh .,2,0
nói chung em thích thầy colonsmile .,2,0
"nghiêm túc dạy , vui tính .",2,0
cách thức trình bày bài giảng thầy chưa tiếp cận học sinh .,0,0
"vui vẻ , khá chăm lo cho sinh viên .",2,0
"thầy dễ tính , giảng dễ hiểu .",2,0
giảng viên tổ chức ôn tập bài một hai buổi học cũng cố kiến thức cho sinh viên .,0,0
"khả năng truyền đạt khó hiểu cho sinh viên , gây hứng thú .",0,0
sánh mang tính tương quan .,0,1
thầy dạy sửa bài cho bài tập .,2,0
"nhà trường công bố điểm sớm hơn , thiết máy chiếu , loa , micro đảm bảo hơn .",0,1
"thầy nhiệt tình , tận tâm sinh viên .",2,0
"chỉnh thời lượng làm bài thi nội dung thi , tương thích , đề dài thời gian ngắn .",0,1
tốt nhiệt tình giảng bài .,2,0
thầy dạy quá tốt ý kiến .,2,0
giáo viên thường xuyên liên lạc trao đổi sinh viên .,2,0
"giảng viên nhiệt tình , giải thích kỹ .",2,0
"giảng viên dạy khá nhạt chán , giọng nói đều đều , khô khan .",0,0
em nghĩ mức độ gây áp lực về nội dung bài tập còn ít ( nội dung bài tập chưa nâng cao yêu cầu về kiến thức ) .,0,1
em hài lòng nhất đôi giảng bài hơi nhanh .,0,0
đôi dạy khiến học sinh buồn ngủ cách dạy chưa hay hoặc bài học khó chưa hợp lý .,0,0
cảm ơn boss .,2,0
"cách dạy thiếu khoa học , cứng nhắc , quá áp đặt , thu hút , gó bó tư duy sinh viên .",0,0
thêm thời gian học .,0,1
"cô dạy nhiệt tình , tận tâm sinh viên .",2,0
"thầy giảng tận tâm , nhiệt tình .",2,0
"thầy đẹp trai quá , làm sinh viên mất tập trung !",0,0
hiệu quả trình bàý kiến thức cao .,0,1
"sinh viên hỏi thầy biết , đi máy khác xem mới biết đường sinh viên .",0,0
cô sâu sát đến bạn .,2,0
nội dung bài thực hành chú trọng chất lượng hơn số lượng .,0,1
phương pháp thầy dạy giống cấp ba làm em nhớ hồi cày cuốc colonsmile .,0,0
"cách truyền đạt khó hiểu , mới bài giảng .",0,0
"thầy giảng kỹ , liên hệ thực tiễn , rõ ràng tiếc giọng thầy ấm áp quá , học trưa dễ buồn ngủ .",0,0
"nội dung tài liệu môn học chưa đầy đủ chi tiết , chưa đi sâu bản chất vấn đề , đặc biệt phần xml hướng đối tượng .",0,1
cô nhiệt tình giảng dạy dù cô hỏi bạn nào thèm trả lời câu hỏi cô .,2,0
số bài thực hành quá cho một môn thực hành hình thức hai .,0,1
"phần thực hành khó , em thường làm mơ hồ hiểu ý nghĩa bài tập .",0,1
học .,0,1
"thầy nhiệt tình , ân .",2,0
"em mong môn học cập nhập thêm mới , ví dụ thực tiễn , sinh động , nội dung môn học súc tích nhấn mạnh trọng tâm hơn .",0,1
"luôn giải đáp thắc mắc sinh viên , dạy dễ hiểu .",2,0
giảng viên dạy khó hiểu .,0,0
"học xong môn học thể nói chắc chắn một , đủ chém gió , còn thực tế mạng ?",0,1
thầy dạy dễ tiếp thu .,2,0
"liên hệ thực tế , liên kết môn học mô học , ngành nghề này , em nghĩ dễ hiểu tiếp thu môn học hơn .",0,1
"thầy cho bài tập sinh viên quên kiến thức kỳ quân , thường xuyên cho bài tập ngừng giải thích rõ chỗ sai sinh viên quá trình làm bài tập .",2,0
thầy luôn đến sớm hơn sinh viên .,2,0
thầy nói linh tinh hơi .,0,0
đừng quá lý thuyết .,0,1
"môn học tạo định hướng cho sinh viên làm đồ án đầu , gần cuối kỳ chúng em mới biết làm chạy đồ án cực còn sai sót cho đồ án mình .",0,1
cô nhiệt tình .,2,0
vận dụng một số kiến thức áp dụng môn học .,2,1
thông báo cho sinh viên đầy đủ .,2,0
"tận tâm , nhiệt tình , hăng say .",2,0
một số bài lab khá dài nâng cao .,0,1
cô quá dễ thương .,2,0
"giảng viên đảm bảo giờ lớp , dạy kỹ dễ hiểu .",2,0
thầy hầu giảng bài slide .,0,0
"thầy dạy hay , em hài lòng về cách giảng dạy thầy .",2,0
"thầy giảng buồn ngủ , nhiệt tình , bài tập thực hành .",0,0
thầy kiến thức hay .,2,0
thời gian làm bài tập kéo dài hơn một chút .,0,1
giảng viên truyền đạt kiến thức sát thực tiễn giúp dễ hiểu .,2,0
"vui vẻ sinh viên , cung cấp tài liệu đầy đủ cho môn học .",2,0
tích cực giảng dạy thường xuyên giúp đỡ sinh viên .,2,0
nhiệt tình vui vẻ .,2,0
chúc thầy thành công giảng dạy sắp tới .,2,0
quan tâm tới học sinh .,2,0
"thầy cho làm bài tập giải , làm sinh viên biết đúng sai thế nào .",0,0
"trang máy bàn cấu hình cao hơn , chạy chương trình nổi .",0,2
sử dụng hệ thống làm bài online làm bài tập .,1,0
"nội dung môn học quá rộng , chỉnh tập trung phần quan trọng .",0,1
thầy tốt nhiệt tình .,2,0
"thầy giảng ngắn ngọn , dễ hiểu .",2,0
dạy dễ nghe dễ hiểu .,2,0
chưa đi sâu cốt lõi vấn đề .,0,0
"giảng dạy dễ hiểu , rõ ràng minh bạch , dẫn chứng cụ thể .",2,0
mong thầy cố gắng giải bài tập thực tế hơn .,0,0
tiết sửa bài tập đạt hiệu quả cao .,0,1
dặn sinh viên tham gia seminar một cách tự nguyện bắt viết bài thu hoạch lấy điểm quá trình .,0,0
"cô dạy hơi nhanh , sinh viên hiểu hết vấn đề .",0,0
thầy dạy tâm huyết .,2,0
ai thể hài lòng về cách dạy cô ( trừ bạn đi học ) .,2,0
dạy chán .,0,0
"thầy cách giảng dạy lưu loát , truyền đạt dễ hiểu .",2,0
dạy nhiệt tình thêm buổi học phụ đạo .,2,0
tên môn học quản trị mạng nó chẳng đúng nội dung học ở lớp .,0,1
"slide tài liệu chương thường , hoặc thường ít bài tập tập trung slide ôn tập cuối kỳ fraction giữa kỳ .",0,1
giảng viên vần tạo thêm động lực học cho sinh viên .,2,0
"thực hành luôn đi lý thuyết , bất cập , mong nhà trường chỉnh sửa cho phù hợp .",0,1
"bài giảng mang tính thực tế cao , giảng viên tận tình hướng dẫn .",2,0
"thầy dạy tâm , thường dạy quá giờ .",2,0
"một số nội dung cơ bản doubledot cấu trúc json , xml .",1,1
tăng cường buổi training dở giảng viên đứng lớp giải thêm bài tập .,0,1
còn chỗ thiếu sót .,0,3
ok về mọi phần .,2,3
"chép ví dụ gây mất thời gian , ba tiết học trở thành năm tiết học .",0,0
giáo viên nói tiếng hơi khó nghe .,0,0
thầy nhiệt tình tận tâm .,2,0
"hướng dẫn tận tâm chu đáo , ăn mặc lịch vui vẻ !",2,0
bài học chưa thực sinh động .,0,1
tài liệu mới .,0,3
thầy dạy tâm huyết nhiệt tình giúp sinh viên hướng tiếp cận tốt hơn .,2,0
giảng viên vui tính thân thiện .,2,0
nghỉ dạy báo sinh viên .,0,0
"thầy luôn đi đúng giờ , điểm danh .",2,0
"thêm giờ thực hành công ty , doanh nghiệp .",0,1
"thưa , thầy người cung cấp kiến thức chuẩn mực sâu em thể tìm tòi , dễ dàng học hỏi thêm kiến thức khác liên quan đến môn học .",2,0
cách dạy khó hiểu .,0,0
giáo viên tạo cảm giác ham học nhiệt tình học sinh .,2,0
lý thuyết thường slide muốn sinh viên hiểu rõ cũng khó .,0,1
thầy giỏi nhiệt tình .,2,0
chấm bài giảng viên bắt học sinh nộp bài moodle .,0,0
"phương pháp giảng dạy cô hay , đơn giản dễ hiểu , truyền đạt kiến thức tốt .",2,0
"phòng thực hành còn sơ sài , máy tính cũ kỹ .",0,2
cô phát âm chưa chuẩn .,0,1
giảng viên còn thiếu kinh nghiệm truyền đạt .,0,0
"thầy dạy truyền đạt tốt , dạy hay , dễ hiểu , bài tập .",2,0
"thầy giảng dạy dễ hiểu , thân thiện .",2,0
"tận tụy sinh viên , bài giảng dễ hiểu .",2,0
đề nghị màn che bớt ánh sáng .,0,2
"giảng dạy ngắn gọn , dễ hiểu .",2,0
"cô dạy nhiệt tình , cho sinh viên tiếp cận thiết công nghệ .",2,0
"giảng viên tạo bài tập , câu hỏi thành viên lớp đều thể tương tác .",2,0
"tận tình , chuẩn xác .",2,0
đề đừng đánh đố sinh viên .,0,1
"thời khóa biểu buổi bốn tiết , thầy chưa bao giờ dạy hơn ba tiết fraction buổi , thầy hay kể kiếm hiệp giờ học .",0,0
"giọng thầy khó nghe , lớp gần ai nghe hiểu .",0,0
"thầy giáo tận tâm , nhiệt tình .",2,0
phương pháp dạy tốt dễ hiểu .,2,0
"thầy dạy tận tâm , nhiệt tình , cho ví dụ sinh viên hiểu bài .",2,0
hy vọng trường xem xét ý kiến này em !,0,3
cô wzjwz219 làm gắt gao hơn kiểm tra bài làm sinh viên .,0,0
slide quá dài dùng ngữ khó hiểu .,0,1
"giảng viên dạy kiến thức thực tế , cách dạy dễ hiểu .",2,0
dễ tiếp xúc thực tế này .,2,3
giảng hay .,2,0
"cô giảng bài dễ hiểu , vui tính , hòa đồng sinh viên .",2,0
"thầy wzjwz273 lớn tuổi , nói nhỏ , sử dụng slide trình chiếu .",0,0
giảng bài cực kỳ chán nhiệt tình .,0,0
"giảng viên tận tâm , nhiệt tình , nội dung bài giảng tốt .",2,0
"giáo viên nhiệt tình , đổi mới phương pháp dạy .",2,0
cô dạy tận tình chu đáo .,2,0
"lần thầy cho làm thêm đồ án thực hành cho vui , biết môn này ứng dụng thực tế thế nào .",0,0
lớp cô giảng học sinh tự ngồi code .,0,0
"thầy nhiệt tình vui vẻ , thương sinh viên .",2,0
giới thiệu về công cụ hay .,2,1
"giáo viên dạy tâm huyết , nhiệt tình sinh viên .",2,0
"bài giảng hay , gần gũi sinh viên .",2,1
"giảng viên vui vẻ , nhiệt tình , thân thiện sinh viên .",2,0
giảng dạy giảng viên gần thực tế .,2,0
"thầy nhiệt tình , thân thiện học sinh .",2,0
tận tâm muốn làm tốt nhất cho sinh viên cách giảng bài lớp chắc thầy thay đổi chút xíu tất mọi người yêu thương thầy !,2,0
kiến thức thực tế cụ thể .,0,1
"nhiệt tình , truyền đạt kiến thức đến sinh viên tốt .",2,0
"slide bài giảng chưa sinh động , chưa đưa tinh thần học tập lớp đạt hạt hiệu quả cao .",0,1
dám ý kiến .,1,3
tài liệu dùng cho học tập tài liệu tham khảo đầy đủ .,2,0
hướng dẫn tận tình .,2,0
kiến thức dùng thực hành lâu lý thuyết mới học .,0,1
"thầy quan tâm đến sinh viên , thầy tạo riêng một nhóm sinh viên lớp đặt câu hỏi cũng bài tập .",2,0
giảng viên giảng chậm .,0,0
"thầy bụng bự , vui tính , hòa đồng .",2,0
thầy thoải mái sinh viên .,2,0
đôi nói quá lời sinh viên .,0,0
ic cấp thường hư một phần .,0,2
"giảng kỹ , lấy ví dụ rõ ràng , tận tâm .",2,0
giảng viên tận tâm .,2,0
"mặc dù về môn này điểm em cao cũng hiểu về môn này cảm nhận giáo viên nhiệt tình tiết học , quan tâm đến sinh viên dở môn này quá khó hiểu kết quả mong đợi giảng viên .",0,0
"giảng viên giảng dễ hiểu , vui tính .",2,0
hướng dẫn rõ ràng .,2,0
tậm tân sinh viên .,2,0
chưa sử dụng giờ lớp hiệu quả .,0,0
phân chia tỷ lệ hình thức kiểm tra điểm trung bình .,0,1
"giảng viên tập trung giáo trình môn học hơn , gửi giáo trình sinh viên tham khảo .",0,0
"giảng dạy ngắn gọn dễ hiểu , đi thẳng trọng tâm .",2,0
"thiết nghĩ môn phân tích , thiết kế thuật toán , bài toán ngoài thực tế dễ dàng quy hoạch động một kỹ thuật thể xử lý một số bài kiểu này .",0,1
"hài lòng , hy vọng thầy mở mang thêm kiến thức cho sinh viên .",2,0
"giảng viên code trực tiếp máy cho sinh viên xem sửa , hạn chế code viết giấy .",0,0
tuyệt vời tính mô tả môn học này .,2,1
"giảng viên dạy sát chương trình , truyền đạt kiến thức cho sinh viên .",2,0
"đồng thời thiết ở phòng thực hành hay hỏng hóc , gây gián đoạn ảnh hưởng tới kết quả thời gian làm thực hành .",0,2
cô dạy hay phòng máy hôm thiếu máy .,0,0
hoạt động thực tiễn phù hợp thực tế .,2,0
cô hiền colonsmile .,2,0
liên hệ thực tiễn tương đối tốt .,2,1
"môn học trừu tượng , giảng viên phương pháp giảng dạy hiệu quả hơn .",0,0
"bài tập hay , rèn luyện kỹ năng tốt .",2,1
hài lòng ạ .,2,3
thầy cho bài tập kiểm tra bài tập ai làm .,0,0
"giảng viên tận tâm , nhiệt tình , sát tình hình kiến thức sinh viên .",2,0
vui tính .,2,0
cô dạy ví dụ bài tập hướng dẫn chi tiết cụ thể hơn !,0,0
giảng viên giảng kỹ dễ hiểu !,2,0
thầy nhiệt tình gẫn gũi sinh viên .,2,0
chưa đảm bảo giảng dạy đề cương chương trình môn học .,0,0
thêm buổi làm sửa bài tập .,0,1
"nộp báo cáo thực hành , đăng lịch học moodle .",1,1
thầy năng động .,2,0
bình thường .,1,3
thầy giảng siêu hay .,2,0
"giảng viên lớp tuổi , kiến thức còn phù hợp thực tế , cách giảng dạy nhàm chán làm sinh viên thể tiếp thu nổi .",0,0
"giảng sát bài học , cho bài quá , lan man .",2,0
sinh viên nào chê thầy em nghĩ sinh viên xem cách học sinh viên .,2,3
cô cho bài tập wecode rèn luyện củng cố kiến thức cho sinh viên .,0,0
cô hiền .,1,0
giảng viên dạy còn khó hiểu .,2,0
"giảng viên kiến thức chuyên môn cao , khả năng truyền đạt tốt .",2,0
chưa giải quyết thắc mắc sinh viên thỏa đáng .,0,0
bài tập ví dụ hay .,2,1
"sinh viên hiểu hỏi cô , cô đều giải quyết thắc mắc .",2,0
em hài lòng về cách nhận xét giảng viên .,0,0
"thầy dạy tốt , nhiệt tình quan tâm sinh viên .",2,0
tập trung kỹ năng nghe nói hơn .,0,1
"giảng viên tương tác lớp hơn , cho thêm bài tập về nhà bắt buộc nộp bài .",0,0
thầy chia sẻ cho chúng em kiến thức bổ ích .,2,0
"thầy tận tâm , hỗ trợ tận tình cho bạn sinh viên .",2,0
"thầy vui tính , dạy dễ hiểu , lấy ví dụ thực tiễn .",2,0
giáo viên dạy tốt phát huy ngoài cải tiến thêm đều .,2,0
chưa tạo thu hút .,0,0
slide bài giảng tiếng anh giúp tụi em nâng cao khả năng học tiếng anh .,2,1
em thắc mắc .,1,3
"dạy buồn ngủ , quá thụ động , lắng nghe học viên .",0,0
mail hỏi thầy thầy cũng chẳng bao giờ giải đáp thắc mắc .,0,0
giảng viên luôn cập nhập bài giảng bài tập website môn học .,2,0
đôi tổ chức trò chơi sinh viên giảm căng thẳng .,0,1
"ngoài , giảng viên tốt về mặt còn .",2,0
mời giáo viên bản xứ tham gia giảng dạy sinh viên thêm cơ hội phát triển kỹ năng cơ bản anh văn .,0,0
"thưa , tài liệu thầy cung cấp thực hơn giáo viên chịu trách nhiệm lý thuyết môn .",2,0
lặp quá kiến thức cũ .,0,1
khả năng truyền tốt gây hứng thú cho sinh viên .,0,0
chúc cô giữ mãi nhiệt huyết giảng dạy này truyền cảm hứng đến học sinh ngán đến trường em .,2,1
nói tóm giảng viên dạy hay .,0,0
nhiệt tình vui tính .,2,0
"cô dễ thương , hiền , tận tâm .",2,0
"giảng dạy tận tình , sát thực tiễn , nhiệt tình giúp đỡ sinh viên .",2,0
"sử dụng thời gian chưa hợp lý ( tốn quá thời gian chờ , nhất báo cáo giữa kỳ cuối kỳ ) dẫn đến nhóm báo cáo cuối rút ngắn thời gian thay đổi cách thức báo cáo ( công bằng cách thức làm giữa nhóm nhau doubledot nhóm thuyết trình , nhóm ) .",0,0
bạn copy code mạng điểm cao hơn bạn thực làm .,0,1
phần thực hành thiết dễ hiểu hơn .,0,1
"cho bài tập thường xuyên , đều đặn .",2,0
"nhiệt tình , vui tính , thảo luận .",2,0
giáo viên luôn tạo động lực cho sinh viên học .,2,0
"đơn giản hóa kiến thức , giúp học sinh tiếp cận một cách trực quan môn học .",0,1
lịch học bù ghi rõ ngày nào course .,0,1
"tăng thời lượng môn học , thêm hoạt động ngoại khóa liên quan đến môn anh văn sinh viên trau dồi thêm .",0,1
thầy khá vui vẻ nhiệt tình .,2,0
"giảng dạy phương pháp mới , thú vị , dễ hiểu .",2,0
"giảng viên truyền đạt tốt , em ý kiến thêm .",2,0
giảng giải kỹ .,2,0
"thể về cách dạy , chương trình học cũng mấy phù hợp .",0,0
"phương pháp giảng dạy chưa hiệu quả , nhất quán , ít tài liệu tham khảo thêm bên ngoài .",0,0
em hài lòng về giảng viên .,1,0
"giảng viên vui tính , slide sinh động , liên hệ thực tế .",2,0
"slide cụ thể , rõ ràng , dễ hiểu hơn .",0,1
thầy dành thời gian làm bài tập .,2,0
em xin lỗi thật .,0,3
"thầy còn khó tính học sinh tự tìm hiểu hơi , chỗ thầy dạy hơi khó hiểu .",0,0
cô dạy đôi hơi khó hiểu .,0,0
khiến sinh viên thụ động .,0,3
cô dạy nhiệt tình giảng bài thực hành dễ hiểu .,2,0
nhiệt huyết .,2,0
cô dạy tốt bọn em cảm thấy chán .,0,0
thầy cho bài thực hành xác thực tế .,2,0
"nhiệt tình , cho bài tập .",2,0
mong thầy cho thêm bài tập trang course .,0,0
thầy đến lớp đúng giờ ( giờ ) .,2,0
"nhiệt tình , tận tâm , đúng giờ .",2,0
"thi lý thuyết "" giấy "" cuối kỳ .",0,1
"tâm huyết công tác giảng dạy , truyền đạt ý tưởng cũng kiến thức đến sinh viên sáng tạo .",2,0
"sinh viên biết "" thực hành này làm "" lớp , chạy chương trình sẵn , chụp ảnh bước dán báo cáo biết chương trình chạy đúng hay sai , làm sao sửa , hàm hỗ trợ nào .",0,1
em nghĩ hướng dẫn cú pháp tiết thực hành cô ví dụ cho trường hợp đặc biệt bài tập cuối tiết .,0,0
thầy vui vẻ nghiêm khắc .,2,0
"thầy hướng dẫn , còn sinh viên tìm hiểu kiến thức khắc sâu .",2,0
"phòng máy quá nóng , nhỏ , trang thiết ít , máy cũ , hư .",0,2
mở rộng thêm kiến thức bên ngoài .,2,0
"giảng viên dạy đầy đủ kiến thức , cung cấp cho sinh viên kỹ năng tài liệu bên ngoài phong phú .",2,0
giảng bài nhanh .,0,0
nắm kiến thức quan trọng .,2,3
mong nhà trường thể trang thêm phòng máy tốt hơn chạy chương trình thể chạy nhanh hơn .,0,2
cô dạy tận tâm .,2,0
thầy quá đẹp trai .,2,0
lớp đầy đủ đúng giờ .,2,0
giảng thu hút học sinh .,2,0
"tiết học vui nhộn , tăng thêm tinh thần đi học cho sinh viên .",2,1
"cải thiện chất lượng phòng học , máy chiếu .",0,2
"thầy nhiệt tình , tâm huyết .",2,0
giảng dạy đầy đủ kiến thức .,2,0
thái độ .,1,3
"bổ sung thêm game môn học , học anh văn game nói thật dễ chán buồn ngủ .",0,1
thường xuyên giúp đỡ cho sinh viên hiểu bài .,2,0
tương tác hỗ trợ tốt quá trình học .,2,0
lý thuyết hơi .,0,1
em nghĩ kiểm tra đánh giá môn này bằng hình thức làm đồ án báo cáo hợp lý hơn thi giấy .,0,1
"giảng viên nhiệt tình , kết hợp doanh nghiệp seminar về kỹ năng giao tiếp .",2,0
thực hành điểm danh lấy điểm .,0,1
thích thầy .,0,0
hơi khó hiểu học ở nhà .,0,0
kiến thức đầy đủ .,2,1
"giảng viên ví dụ , bài tập minh họa cho bài học .",2,0
"thầy dạy dễ hiểu cởi mở sinh viên , hướng dẫn tận tình .",2,0
"thầy nhiệt tình , vui tính , truyền đạt hay .",2,0
"thể tổ chức tuần một vài tiếng cho hỏi trả lời thắc mắc hướng dẫn tốt hơn, thể tổ chức mạng chat room .",0,0
"thầy dạy nhiệt tình , dễ tiếp thu .",2,0
kiến thức truyền đạt giảng viên .,1,0
đề kiểm tra đầy đủ .,0,1
bài tập hơn .,0,1
cô dạy hơi khó hiểu .,0,0
thầy dạy bài học lẫn cách học sao cho hiệu quả .,2,0
deadline cho nộp quá hạn .,0,1
giảng viên nói điểm khác biệt làm lab hai hệ hành này .,0,0
chấm bài thi .,1,0
"dạy tốt , nhiệt tình .",2,0
giảng hiểu bài .,0,0
.,1,3
buổi thực hành giảng viên mặt .,0,0
"giảng viên giảng bài khá nhanh , sinh viên khó khả năng kịp dù chú ý quan sát lắng nghe giảng , chữ viết hơi khó nhìn .",0,0
"truyền đạt quá nhanh , em chưa nắm kịp lắm .",0,0
chứng tương đương bằng quốc tế trường khỏi học bên ngoài .,0,1
ôn tập thi liên quan đến đề thi .,0,1
chưa một tiết thực hành nào .,0,1
"thầy dạy hay , dễ hiểu , kiến thức chuẩn làm bài .",2,0
nghỉ bù ít .,0,0
mong thầy giảng bài trả lời câu hỏi đúng trọng tâm mong muốn sinh viên .,0,0
hiểu bài thật tốt .,0,1
cô dạy vui vẻ .,2,0
"nhiệt tình , tận tâm .",2,0
"nội dung giảng dạy nửa đầu học kỳ khá mơ hồ "" làm thế nào thành công "" , "" thói quen người thành công "" hay bàn về tương lai vdotv .",0,1
cô dễ thương tận tình sinh viên .,2,0
cho bài tập hơn .,0,0
cô giảng chậm tận tình sinh viên .,2,0
lấy điểm thi điểm nộp bài .,0,1
đổi mới tài liệu .,0,1
"khí lớp học vui vẻ , thoải mái .",2,0
tài liệu bài giảng tự học hơn .,0,1
giảng bài chưa thật dễ hiểu .,0,0
"dạy kỹ , sát đề thi .",2,0
"thưa , em hài lòng nhất về hoạt động giảng dạy cô wzjwz326 cô chuyên tâm quan tâm tới học sinh chất lượng buổi học .",2,0
cô tâm huyết nhiệt thành .,2,0
giáo viên tổ chức hoạt động nhóm .,0,0
"giảng viên giảng dạy dễ hiểu , bám sát nội dung môn học .",2,0
thầy khó quá .,0,0
thầy wzjwz279 nhiệt tình chia sẻ kinh nghiệm kiến thức thực tế thay cho giáo trình môn học nghèo nàn thiết .,2,0
tạo cơ hội cho sinh viên giúp đỡ sinh viên nhiệt tình website môn học .,2,0
bài tập ổn .,1,1
áp dụng dạy ví dụ code trực tiếp .,2,0
tương tác tốt tất sinh viên giờ học .,2,0
mong phòng đào tạo tương lai sắp xếp cho thầy wzjwz128 dạy lớp em bất môn nào thầy thể .,0,1
lịch thực hành trùng lịch học lý thuyết môn học khác .,0,1
cô dạy chi tiết rễ hiểu .,2,0
"một số nội dung rõ , ví dụ cụ thể .",0,1
luôn cho bài tập cực .,2,0
cô giảng tận tình .,2,0
"còn kiểm tra thuyết trình hoặc làm đề tài hay nhất , đừng làm mấy bài kiểm tra làm chi , chẳng khẳng định người kỹ năng chưa , chạy tiêu nhồi sọ .",0,1
thông tin đầy đủ về môn học cho sinh viên sinh viên đăng ký môn học .,1,1
đảm bảo đúng thời gian lớp .,2,1
"giáo viên nhiệt tình , giảng bài dễ hiểu .",2,0
"giảng viên đưa ví dụ cụ thể , hay gặp lỗi nhất phần giảng dạy .",2,0
"chia sẻ xung quanh môn học , mang tiếng cười cho sinh viên .",2,1
"cô tận tình sinh viên , hỗ trợ tốt cho bạn , tài liệu cô thực tế , làm mẫu bạn học hỏi .",2,0
"đề thi còn khó đối sinh viên , chưa mức trung bình học sinh học lực trung bình làm .",0,1
thầy dạy dễ hiểu tận tâm .,2,0
lấy micro lấy thêm loa .,1,2
